ano_agricola,dsc_safra_previsao,uf,produto,id_produto,area_plantada_mil_ha,producao_mil_t,produtividade_mil_ha_mil_t
2024/25             ,2ª SAFRA       ,AP,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,1ª SAFRA       ,BA,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,2ª SAFRA       ,BA,AMENDOIM                                ,4674,2.6,2.8,1.1
2024/25             ,1ª SAFRA       ,CE,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,2ª SAFRA       ,CE,AMENDOIM                                ,4674,0.5,0.5,1.0
2024/25             ,1ª SAFRA       ,DF,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,2ª SAFRA       ,DF,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,1ª SAFRA       ,ES,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,2ª SAFRA       ,ES,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,1ª SAFRA       ,GO,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,2ª SAFRA       ,GO,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,1ª SAFRA       ,MA,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,2ª SAFRA       ,MA,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,1ª SAFRA       ,MG,AMENDOIM                                ,4674,14.5,52.0,3.6
2024/25             ,2ª SAFRA       ,MG,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,1ª SAFRA       ,MS,AMENDOIM                                ,4674,42.7,170.4,4.0
2024/25             ,2ª SAFRA       ,MS,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,1ª SAFRA       ,MT,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,2ª SAFRA       ,MT,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,1ª SAFRA       ,PA,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,2ª SAFRA       ,PA,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,1ª SAFRA       ,PB,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,2ª SAFRA       ,PB,AMENDOIM                                ,4674,0.7,0.4,0.6
2024/25             ,1ª SAFRA       ,PE,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,2ª SAFRA       ,PE,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,1ª SAFRA       ,PI,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,2ª SAFRA       ,PI,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,1ª SAFRA       ,PR,AMENDOIM                                ,4674,2.1,6.3,3.0
2024/25             ,2ª SAFRA       ,PR,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,1ª SAFRA       ,RJ,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,2ª SAFRA       ,RJ,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,1ª SAFRA       ,RN,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,2ª SAFRA       ,RN,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,1ª SAFRA       ,RO,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,2ª SAFRA       ,RO,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,1ª SAFRA       ,RR,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,2ª SAFRA       ,RR,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,1ª SAFRA       ,RS,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,2ª SAFRA       ,RS,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,1ª SAFRA       ,SC,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,2ª SAFRA       ,SC,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,1ª SAFRA       ,SE,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,2ª SAFRA       ,SE,AMENDOIM                                ,4674,0.0,0.0,0.0
2024/25             ,1ª SAFRA       ,SP,AMENDOIM                                ,4674,212.1,912.0,4.3
2024/25             ,2ª SAFRA       ,SP,AMENDOIM                                ,4674,3.4,8.3,2.4
2024/25             ,1ª SAFRA       ,TO,AMENDOIM                                ,4674,0.9,3.6,4.0
2024/25             ,2ª SAFRA       ,TO,AMENDOIM                                ,4674,0.0,0.0,0.0
1976/77             ,UNICA          ,AC,ARROZ                                   ,4684,13.0,18.0,1.4
1976/77             ,UNICA          ,AL,ARROZ                                   ,4684,10.0,13.0,1.3
1976/77             ,UNICA          ,AM,ARROZ                                   ,4684,2.0,2.0,1.0
1976/77             ,UNICA          ,AP,ARROZ                                   ,4684,0.0,0.0,0.0
1976/77             ,UNICA          ,BA,ARROZ                                   ,4684,27.0,32.0,1.2
1976/77             ,UNICA          ,CE,ARROZ                                   ,4684,60.0,84.0,1.4
1976/77             ,UNICA          ,DF,ARROZ                                   ,4684,1.0,1.0,1.0
1976/77             ,UNICA          ,ES,ARROZ                                   ,4684,49.0,69.0,1.4
1976/77             ,UNICA          ,GO,ARROZ                                   ,4684,777.0,620.0,0.8
1976/77             ,UNICA          ,MA,ARROZ                                   ,4684,754.0,1138.0,1.5
1976/77             ,UNICA          ,MG,ARROZ                                   ,4684,709.0,636.0,0.9
1976/77             ,UNICA          ,MT,ARROZ                                   ,4684,1547.0,2096.0,1.4
1976/77             ,UNICA          ,PA,ARROZ                                   ,4684,111.0,147.0,1.3
1976/77             ,UNICA          ,PB,ARROZ                                   ,4684,14.0,14.0,1.0
1976/77             ,UNICA          ,PE,ARROZ                                   ,4684,4.0,7.0,1.8
1976/77             ,UNICA          ,PI,ARROZ                                   ,4684,150.0,177.0,1.2
1976/77             ,UNICA          ,PR,ARROZ                                   ,4684,564.0,65.0,0.1
1976/77             ,UNICA          ,RJ,ARROZ                                   ,4684,46.0,83.0,1.8
1976/77             ,UNICA          ,RN,ARROZ                                   ,4684,7.0,9.0,1.3
1976/77             ,UNICA          ,RO,ARROZ                                   ,4684,74.0,117.0,1.6
1976/77             ,UNICA          ,RR,ARROZ                                   ,4684,5.0,8.0,1.6
1976/77             ,UNICA          ,RS,ARROZ                                   ,4684,566.0,2105.0,3.7
1976/77             ,UNICA          ,SC,ARROZ                                   ,4684,148.0,333.0,2.2
1976/77             ,UNICA          ,SE,ARROZ                                   ,4684,9.0,19.0,2.1
1976/77             ,UNICA          ,SP,ARROZ                                   ,4684,347.0,360.0,1.0
1977/78             ,UNICA          ,AC,ARROZ                                   ,4684,13.0,18.0,1.4
1977/78             ,UNICA          ,AL,ARROZ                                   ,4684,8.0,14.0,1.8
1977/78             ,UNICA          ,AM,ARROZ                                   ,4684,2.0,2.0,1.0
1977/78             ,UNICA          ,AP,ARROZ                                   ,4684,0.0,0.0,0.0
1977/78             ,UNICA          ,BA,ARROZ                                   ,4684,28.0,34.0,1.2
1977/78             ,UNICA          ,CE,ARROZ                                   ,4684,56.0,67.0,1.2
1977/78             ,UNICA          ,DF,ARROZ                                   ,4684,3.0,3.0,1.0
1977/78             ,UNICA          ,ES,ARROZ                                   ,4684,46.0,83.0,1.8
1977/78             ,UNICA          ,GO,ARROZ                                   ,4684,752.0,621.0,0.8
1977/78             ,UNICA          ,MA,ARROZ                                   ,4684,775.0,1143.0,1.5
1977/78             ,UNICA          ,MG,ARROZ                                   ,4684,632.0,644.0,1.0
1977/78             ,UNICA          ,MS,ARROZ                                   ,4684,746.0,420.0,0.6
1977/78             ,UNICA          ,MT,ARROZ                                   ,4684,780.0,976.0,1.3
1977/78             ,UNICA          ,PA,ARROZ                                   ,4684,99.0,137.0,1.4
1977/78             ,UNICA          ,PB,ARROZ                                   ,4684,12.0,8.0,0.7
1977/78             ,UNICA          ,PE,ARROZ                                   ,4684,4.0,6.0,1.5
1977/78             ,UNICA          ,PI,ARROZ                                   ,4684,144.0,145.0,1.0
1977/78             ,UNICA          ,PR,ARROZ                                   ,4684,383.0,5.0,0.0
1977/78             ,UNICA          ,RJ,ARROZ                                   ,4684,41.0,95.0,2.3
1977/78             ,UNICA          ,RN,ARROZ                                   ,4684,7.0,6.0,0.9
1977/78             ,UNICA          ,RO,ARROZ                                   ,4684,65.0,101.0,1.6
1977/78             ,UNICA          ,RR,ARROZ                                   ,4684,4.0,6.0,1.5
1977/78             ,UNICA          ,RS,ARROZ                                   ,4684,539.0,2009.0,3.7
1977/78             ,UNICA          ,SC,ARROZ                                   ,4684,133.0,279.0,2.1
1977/78             ,UNICA          ,SE,ARROZ                                   ,4684,8.0,22.0,2.8
1977/78             ,UNICA          ,SP,ARROZ                                   ,4684,342.0,246.0,0.7
1978/79             ,UNICA          ,AC,ARROZ                                   ,4684,13.0,19.0,1.5
1978/79             ,UNICA          ,AL,ARROZ                                   ,4684,6.0,13.0,2.2
1978/79             ,UNICA          ,AM,ARROZ                                   ,4684,3.0,5.0,1.7
1978/79             ,UNICA          ,AP,ARROZ                                   ,4684,1.0,1.0,1.0
1978/79             ,UNICA          ,BA,ARROZ                                   ,4684,29.0,49.0,1.7
1978/79             ,UNICA          ,CE,ARROZ                                   ,4684,45.0,50.0,1.1
1978/79             ,UNICA          ,DF,ARROZ                                   ,4684,0.0,9.0,0.0
1978/79             ,UNICA          ,ES,ARROZ                                   ,4684,38.0,53.0,1.4
1978/79             ,UNICA          ,GO,ARROZ                                   ,4684,931.0,1155.0,1.2
1978/79             ,UNICA          ,MA,ARROZ                                   ,4684,854.0,1070.0,1.3
1978/79             ,UNICA          ,MG,ARROZ                                   ,4684,509.0,659.0,1.3
1978/79             ,UNICA          ,MS,ARROZ                                   ,4684,585.0,457.0,0.8
1978/79             ,UNICA          ,MT,ARROZ                                   ,4684,741.0,976.0,1.3
1978/79             ,UNICA          ,PA,ARROZ                                   ,4684,120.0,185.0,1.5
1978/79             ,UNICA          ,PB,ARROZ                                   ,4684,15.0,11.0,0.7
1978/79             ,UNICA          ,PE,ARROZ                                   ,4684,3.0,5.0,1.7
1978/79             ,UNICA          ,PI,ARROZ                                   ,4684,163.0,119.0,0.7
1978/79             ,UNICA          ,PR,ARROZ                                   ,4684,324.0,1.0,0.0
1978/79             ,UNICA          ,RJ,ARROZ                                   ,4684,32.0,82.0,2.6
1978/79             ,UNICA          ,RN,ARROZ                                   ,4684,5.0,1.0,0.2
1978/79             ,UNICA          ,RO,ARROZ                                   ,4684,70.0,115.0,1.6
1978/79             ,UNICA          ,RS,ARROZ                                   ,4684,525.0,1675.0,3.2
1978/79             ,UNICA          ,SC,ARROZ                                   ,4684,118.0,260.0,2.2
1978/79             ,UNICA          ,SE,ARROZ                                   ,4684,10.0,26.0,2.6
1978/79             ,UNICA          ,SP,ARROZ                                   ,4684,300.0,308.0,1.0
1979/80             ,UNICA          ,AC,ARROZ                                   ,4684,14.0,22.0,1.6
1979/80             ,UNICA          ,AL,ARROZ                                   ,4684,6.0,15.0,2.5
1979/80             ,UNICA          ,AM,ARROZ                                   ,4684,7.0,8.0,1.1
1979/80             ,UNICA          ,AP,ARROZ                                   ,4684,1.0,1.0,1.0
1979/80             ,UNICA          ,BA,ARROZ                                   ,4684,43.0,60.0,1.4
1979/80             ,UNICA          ,CE,ARROZ                                   ,4684,62.0,18.0,0.3
1979/80             ,UNICA          ,ES,ARROZ                                   ,4684,33.0,56.0,1.7
1979/80             ,UNICA          ,GO,ARROZ                                   ,4684,1264.0,1305.0,1.0
1979/80             ,UNICA          ,MA,ARROZ                                   ,4684,1020.0,1281.0,1.3
1979/80             ,UNICA          ,MG,ARROZ                                   ,4684,595.0,847.0,1.4
1979/80             ,UNICA          ,MS,ARROZ                                   ,4684,501.0,504.0,1.0
1979/80             ,UNICA          ,MT,ARROZ                                   ,4684,898.0,1174.0,1.3
1979/80             ,UNICA          ,PA,ARROZ                                   ,4684,136.0,174.0,1.3
1979/80             ,UNICA          ,PB,ARROZ                                   ,4684,15.0,5.0,0.3
1979/80             ,UNICA          ,PE,ARROZ                                   ,4684,6.0,6.0,1.0
1979/80             ,UNICA          ,PI,ARROZ                                   ,4684,214.0,77.0,0.4
1979/80             ,UNICA          ,PR,ARROZ                                   ,4684,390.0,638.0,1.6
1979/80             ,UNICA          ,RJ,ARROZ                                   ,4684,32.0,84.0,2.6
1979/80             ,UNICA          ,RN,ARROZ                                   ,4684,5.0,1.0,0.2
1979/80             ,UNICA          ,RO,ARROZ                                   ,4684,108.0,178.0,1.6
1979/80             ,UNICA          ,RR,ARROZ                                   ,4684,17.0,25.0,1.5
1979/80             ,UNICA          ,RS,ARROZ                                   ,4684,619.0,2257.0,3.6
1979/80             ,UNICA          ,SC,ARROZ                                   ,4684,154.0,429.0,2.8
1979/80             ,UNICA          ,SE,ARROZ                                   ,4684,8.0,20.0,2.5
1979/80             ,UNICA          ,SP,ARROZ                                   ,4684,323.0,452.0,1.4
1980/81             ,UNICA          ,AC,ARROZ                                   ,4684,17.0,26.0,1.5
1980/81             ,UNICA          ,AL,ARROZ                                   ,4684,7.0,16.0,2.3
1980/81             ,UNICA          ,AM,ARROZ                                   ,4684,7.0,8.0,1.1
1980/81             ,UNICA          ,AP,ARROZ                                   ,4684,4.0,2.0,0.5
1980/81             ,UNICA          ,BA,ARROZ                                   ,4684,51.0,36.0,0.7
1980/81             ,UNICA          ,CE,ARROZ                                   ,4684,62.0,31.0,0.5
1980/81             ,UNICA          ,DF,ARROZ                                   ,4684,19.0,14.0,0.7
1980/81             ,UNICA          ,ES,ARROZ                                   ,4684,31.0,54.0,1.7
1980/81             ,UNICA          ,GO,ARROZ                                   ,4684,1398.0,995.0,0.7
1980/81             ,UNICA          ,MA,ARROZ                                   ,4684,1086.0,722.0,0.7
1980/81             ,UNICA          ,MG,ARROZ                                   ,4684,648.0,752.0,1.2
1980/81             ,UNICA          ,MS,ARROZ                                   ,4684,412.0,478.0,1.2
1980/81             ,UNICA          ,MT,ARROZ                                   ,4684,884.0,1065.0,1.2
1980/81             ,UNICA          ,PA,ARROZ                                   ,4684,134.0,126.0,0.9
1980/81             ,UNICA          ,PB,ARROZ                                   ,4684,15.0,10.0,0.7
1980/81             ,UNICA          ,PE,ARROZ                                   ,4684,5.0,8.0,1.6
1980/81             ,UNICA          ,PI,ARROZ                                   ,4684,214.0,88.0,0.4
1980/81             ,UNICA          ,PR,ARROZ                                   ,4684,345.0,495.0,1.4
1980/81             ,UNICA          ,RJ,ARROZ                                   ,4684,32.0,82.0,2.6
1980/81             ,UNICA          ,RN,ARROZ                                   ,4684,8.0,3.0,0.4
1980/81             ,UNICA          ,RO,ARROZ                                   ,4684,125.0,217.0,1.7
1980/81             ,UNICA          ,RR,ARROZ                                   ,4684,40.0,30.0,0.8
1980/81             ,UNICA          ,RS,ARROZ                                   ,4684,613.0,2520.0,4.1
1980/81             ,UNICA          ,SC,ARROZ                                   ,4684,149.0,431.0,2.9
1980/81             ,UNICA          ,SE,ARROZ                                   ,4684,8.0,21.0,2.6
1980/81             ,UNICA          ,SP,ARROZ                                   ,4684,316.0,412.0,1.3
1981/82             ,UNICA          ,AC,ARROZ                                   ,4684,19.0,28.0,1.5
1981/82             ,UNICA          ,AL,ARROZ                                   ,4684,7.0,17.0,2.4
1981/82             ,UNICA          ,AM,ARROZ                                   ,4684,5.0,6.0,1.2
1981/82             ,UNICA          ,AP,ARROZ                                   ,4684,2.0,2.0,1.0
1981/82             ,UNICA          ,BA,ARROZ                                   ,4684,80.0,57.0,0.7
1981/82             ,UNICA          ,CE,ARROZ                                   ,4684,66.0,77.0,1.2
1981/82             ,UNICA          ,DF,ARROZ                                   ,4684,20.0,18.0,0.9
1981/82             ,UNICA          ,ES,ARROZ                                   ,4684,30.0,72.0,2.4
1981/82             ,UNICA          ,GO,ARROZ                                   ,4684,1140.0,1250.0,1.1
1981/82             ,UNICA          ,MA,ARROZ                                   ,4684,1083.0,1300.0,1.2
1981/82             ,UNICA          ,MG,ARROZ                                   ,4684,565.0,747.0,1.3
1981/82             ,UNICA          ,MS,ARROZ                                   ,4684,318.0,300.0,0.9
1981/82             ,UNICA          ,MT,ARROZ                                   ,4684,778.0,951.0,1.2
1981/82             ,UNICA          ,PA,ARROZ                                   ,4684,130.0,164.0,1.3
1981/82             ,UNICA          ,PB,ARROZ                                   ,4684,15.0,10.0,0.7
1981/82             ,UNICA          ,PE,ARROZ                                   ,4684,4.0,10.0,2.5
1981/82             ,UNICA          ,PI,ARROZ                                   ,4684,247.0,215.0,0.9
1981/82             ,UNICA          ,PR,ARROZ                                   ,4684,204.0,257.0,1.3
1981/82             ,UNICA          ,RJ,ARROZ                                   ,4684,32.0,93.0,2.9
1981/82             ,UNICA          ,RN,ARROZ                                   ,4684,5.0,2.0,0.4
1981/82             ,UNICA          ,RO,ARROZ                                   ,4684,111.0,189.0,1.7
1981/82             ,UNICA          ,RR,ARROZ                                   ,4684,25.0,30.0,1.2
1981/82             ,UNICA          ,RS,ARROZ                                   ,4684,613.0,2513.0,4.1
1981/82             ,UNICA          ,SC,ARROZ                                   ,4684,146.0,365.0,2.5
1981/82             ,UNICA          ,SE,ARROZ                                   ,4684,9.0,22.0,2.4
1981/82             ,UNICA          ,SP,ARROZ                                   ,4684,309.0,463.0,1.5
1982/83             ,UNICA          ,AC,ARROZ                                   ,4684,15.0,21.0,1.4
1982/83             ,UNICA          ,AL,ARROZ                                   ,4684,7.0,13.0,1.9
1982/83             ,UNICA          ,AM,ARROZ                                   ,4684,2.0,2.0,1.0
1982/83             ,UNICA          ,AP,ARROZ                                   ,4684,2.0,2.0,1.0
1982/83             ,UNICA          ,BA,ARROZ                                   ,4684,77.0,58.0,0.8
1982/83             ,UNICA          ,CE,ARROZ                                   ,4684,50.0,48.0,1.0
1982/83             ,UNICA          ,DF,ARROZ                                   ,4684,17.0,19.0,1.1
1982/83             ,UNICA          ,ES,ARROZ                                   ,4684,28.0,75.0,2.7
1982/83             ,UNICA          ,GO,ARROZ                                   ,4684,1026.0,1129.0,1.1
1982/83             ,UNICA          ,MA,ARROZ                                   ,4684,920.0,500.0,0.5
1982/83             ,UNICA          ,MG,ARROZ                                   ,4684,539.0,755.0,1.4
1982/83             ,UNICA          ,MS,ARROZ                                   ,4684,296.0,400.0,1.4
1982/83             ,UNICA          ,MT,ARROZ                                   ,4684,700.0,875.0,1.2
1982/83             ,UNICA          ,PA,ARROZ                                   ,4684,107.0,116.0,1.1
1982/83             ,UNICA          ,PB,ARROZ                                   ,4684,11.0,4.0,0.4
1982/83             ,UNICA          ,PE,ARROZ                                   ,4684,4.0,11.0,2.8
1982/83             ,UNICA          ,PI,ARROZ                                   ,4684,210.0,71.0,0.3
1982/83             ,UNICA          ,PR,ARROZ                                   ,4684,220.0,370.0,1.7
1982/83             ,UNICA          ,RJ,ARROZ                                   ,4684,32.0,98.0,3.1
1982/83             ,UNICA          ,RN,ARROZ                                   ,4684,6.0,2.0,0.3
1982/83             ,UNICA          ,RO,ARROZ                                   ,4684,90.0,117.0,1.3
1982/83             ,UNICA          ,RR,ARROZ                                   ,4684,9.0,4.0,0.4
1982/83             ,UNICA          ,RS,ARROZ                                   ,4684,638.0,2499.0,3.9
1982/83             ,UNICA          ,SC,ARROZ                                   ,4684,146.0,395.0,2.7
1982/83             ,UNICA          ,SE,ARROZ                                   ,4684,10.0,25.0,2.5
1982/83             ,UNICA          ,SP,ARROZ                                   ,4684,334.0,618.0,1.8
1983/84             ,UNICA          ,AC,ARROZ                                   ,4684,22.0,33.0,1.5
1983/84             ,UNICA          ,AL,ARROZ                                   ,4684,7.0,18.0,2.6
1983/84             ,UNICA          ,AM,ARROZ                                   ,4684,1.0,1.0,1.0
1983/84             ,UNICA          ,AP,ARROZ                                   ,4684,1.0,1.0,1.0
1983/84             ,UNICA          ,BA,ARROZ                                   ,4684,61.0,30.0,0.5
1983/84             ,UNICA          ,CE,ARROZ                                   ,4684,44.0,83.0,1.9
1983/84             ,UNICA          ,DF,ARROZ                                   ,4684,16.0,14.0,0.9
1983/84             ,UNICA          ,ES,ARROZ                                   ,4684,31.0,84.0,2.7
1983/84             ,UNICA          ,GO,ARROZ                                   ,4684,1030.0,927.0,0.9
1983/84             ,UNICA          ,MA,ARROZ                                   ,4684,819.0,1065.0,1.3
1983/84             ,UNICA          ,MG,ARROZ                                   ,4684,550.0,583.0,1.1
1983/84             ,UNICA          ,MS,ARROZ                                   ,4684,305.0,351.0,1.2
1983/84             ,UNICA          ,MT,ARROZ                                   ,4684,539.0,647.0,1.2
1983/84             ,UNICA          ,PA,ARROZ                                   ,4684,121.0,167.0,1.4
1983/84             ,UNICA          ,PB,ARROZ                                   ,4684,9.0,14.0,1.6
1983/84             ,UNICA          ,PE,ARROZ                                   ,4684,4.0,12.0,3.0
1983/84             ,UNICA          ,PI,ARROZ                                   ,4684,168.0,202.0,1.2
1983/84             ,UNICA          ,PR,ARROZ                                   ,4684,223.0,256.0,1.1
1983/84             ,UNICA          ,RJ,ARROZ                                   ,4684,32.0,96.0,3.0
1983/84             ,UNICA          ,RN,ARROZ                                   ,4684,6.0,6.0,1.0
1983/84             ,UNICA          ,RO,ARROZ                                   ,4684,116.0,173.0,1.5
1983/84             ,UNICA          ,RR,ARROZ                                   ,4684,6.0,7.0,1.2
1983/84             ,UNICA          ,RS,ARROZ                                   ,4684,700.0,3350.0,4.8
1983/84             ,UNICA          ,SC,ARROZ                                   ,4684,146.0,458.0,3.1
1983/84             ,UNICA          ,SE,ARROZ                                   ,4684,10.0,25.0,2.5
1983/84             ,UNICA          ,SP,ARROZ                                   ,4684,341.0,389.0,1.1
1984/85             ,UNICA          ,AC,ARROZ                                   ,4684,22.0,28.0,1.3
1984/85             ,UNICA          ,AL,ARROZ                                   ,4684,6.0,17.0,2.8
1984/85             ,UNICA          ,AM,ARROZ                                   ,4684,3.0,3.0,1.0
1984/85             ,UNICA          ,AP,ARROZ                                   ,4684,1.0,1.0,1.0
1984/85             ,UNICA          ,BA,ARROZ                                   ,4684,54.0,70.0,1.3
1984/85             ,UNICA          ,CE,ARROZ                                   ,4684,43.0,89.0,2.1
1984/85             ,UNICA          ,DF,ARROZ                                   ,4684,7.0,8.0,1.1
1984/85             ,UNICA          ,ES,ARROZ                                   ,4684,35.0,97.0,2.8
1984/85             ,UNICA          ,GO,ARROZ                                   ,4684,850.0,1062.0,1.2
1984/85             ,UNICA          ,MA,ARROZ                                   ,4684,803.0,606.0,0.8
1984/85             ,UNICA          ,MG,ARROZ                                   ,4684,500.0,795.0,1.6
1984/85             ,UNICA          ,MS,ARROZ                                   ,4684,244.0,305.0,1.2
1984/85             ,UNICA          ,MT,ARROZ                                   ,4684,404.0,525.0,1.3
1984/85             ,UNICA          ,PA,ARROZ                                   ,4684,105.0,135.0,1.3
1984/85             ,UNICA          ,PB,ARROZ                                   ,4684,11.0,15.0,1.4
1984/85             ,UNICA          ,PE,ARROZ                                   ,4684,6.0,20.0,3.3
1984/85             ,UNICA          ,PI,ARROZ                                   ,4684,201.0,204.0,1.0
1984/85             ,UNICA          ,PR,ARROZ                                   ,4684,205.0,295.0,1.4
1984/85             ,UNICA          ,RJ,ARROZ                                   ,4684,33.0,103.0,3.1
1984/85             ,UNICA          ,RN,ARROZ                                   ,4684,7.0,7.0,1.0
1984/85             ,UNICA          ,RO,ARROZ                                   ,4684,87.0,130.0,1.5
1984/85             ,UNICA          ,RR,ARROZ                                   ,4684,6.0,7.0,1.2
1984/85             ,UNICA          ,RS,ARROZ                                   ,4684,710.0,3259.0,4.6
1984/85             ,UNICA          ,SC,ARROZ                                   ,4684,146.0,447.0,3.1
1984/85             ,UNICA          ,SE,ARROZ                                   ,4684,12.0,30.0,2.5
1984/85             ,UNICA          ,SP,ARROZ                                   ,4684,318.0,501.0,1.6
1985/86             ,UNICA          ,AC,ARROZ                                   ,4684,27.0,38.0,1.4
1985/86             ,UNICA          ,AL,ARROZ                                   ,4684,9.0,26.0,2.9
1985/86             ,UNICA          ,AM,ARROZ                                   ,4684,4.0,4.0,1.0
1985/86             ,UNICA          ,AP,ARROZ                                   ,4684,1.0,0.0,0.0
1985/86             ,UNICA          ,BA,ARROZ                                   ,4684,84.0,105.0,1.2
1985/86             ,UNICA          ,CE,ARROZ                                   ,4684,61.0,142.0,2.3
1985/86             ,UNICA          ,DF,ARROZ                                   ,4684,12.0,10.0,0.8
1985/86             ,UNICA          ,ES,ARROZ                                   ,4684,39.0,118.0,3.0
1985/86             ,UNICA          ,GO,ARROZ                                   ,4684,1068.0,1282.0,1.2
1985/86             ,UNICA          ,MA,ARROZ                                   ,4684,867.0,1040.0,1.2
1985/86             ,UNICA          ,MG,ARROZ                                   ,4684,555.0,888.0,1.6
1985/86             ,UNICA          ,MS,ARROZ                                   ,4684,302.0,279.0,0.9
1985/86             ,UNICA          ,MT,ARROZ                                   ,4684,600.0,750.0,1.2
1985/86             ,UNICA          ,PA,ARROZ                                   ,4684,119.0,153.0,1.3
1985/86             ,UNICA          ,PB,ARROZ                                   ,4684,12.0,22.0,1.8
1985/86             ,UNICA          ,PE,ARROZ                                   ,4684,9.0,30.0,3.3
1985/86             ,UNICA          ,PI,ARROZ                                   ,4684,250.0,328.0,1.3
1985/86             ,UNICA          ,PR,ARROZ                                   ,4684,205.0,200.0,1.0
1985/86             ,UNICA          ,RJ,ARROZ                                   ,4684,38.0,125.0,3.3
1985/86             ,UNICA          ,RN,ARROZ                                   ,4684,9.0,11.0,1.2
1985/86             ,UNICA          ,RO,ARROZ                                   ,4684,113.0,170.0,1.5
1985/86             ,UNICA          ,RR,ARROZ                                   ,4684,8.0,12.0,1.5
1985/86             ,UNICA          ,RS,ARROZ                                   ,4684,745.0,3129.0,4.2
1985/86             ,UNICA          ,SC,ARROZ                                   ,4684,148.0,425.0,2.9
1985/86             ,UNICA          ,SE,ARROZ                                   ,4684,11.0,32.0,2.9
1985/86             ,UNICA          ,SP,ARROZ                                   ,4684,315.0,495.0,1.6
1986/87             ,UNICA          ,AC,ARROZ                                   ,4684,29.0,41.0,1.4
1986/87             ,UNICA          ,AL,ARROZ                                   ,4684,8.0,22.0,2.8
1986/87             ,UNICA          ,AM,ARROZ                                   ,4684,3.0,4.0,1.3
1986/87             ,UNICA          ,AP,ARROZ                                   ,4684,1.0,0.0,0.0
1986/87             ,UNICA          ,BA,ARROZ                                   ,4684,87.0,44.0,0.5
1986/87             ,UNICA          ,CE,ARROZ                                   ,4684,70.0,125.0,1.8
1986/87             ,UNICA          ,DF,ARROZ                                   ,4684,13.0,13.0,1.0
1986/87             ,UNICA          ,ES,ARROZ                                   ,4684,40.0,110.0,2.8
1986/87             ,UNICA          ,GO,ARROZ                                   ,4684,1210.0,1549.0,1.3
1986/87             ,UNICA          ,MA,ARROZ                                   ,4684,919.0,686.0,0.7
1986/87             ,UNICA          ,MG,ARROZ                                   ,4684,599.0,910.0,1.5
1986/87             ,UNICA          ,MS,ARROZ                                   ,4684,377.0,509.0,1.4
1986/87             ,UNICA          ,MT,ARROZ                                   ,4684,732.0,952.0,1.3
1986/87             ,UNICA          ,PA,ARROZ                                   ,4684,106.0,155.0,1.5
1986/87             ,UNICA          ,PB,ARROZ                                   ,4684,14.0,20.0,1.4
1986/87             ,UNICA          ,PE,ARROZ                                   ,4684,10.0,26.0,2.6
1986/87             ,UNICA          ,PI,ARROZ                                   ,4684,217.0,139.0,0.6
1986/87             ,UNICA          ,PR,ARROZ                                   ,4684,205.0,351.0,1.7
1986/87             ,UNICA          ,RJ,ARROZ                                   ,4684,31.0,97.0,3.1
1986/87             ,UNICA          ,RN,ARROZ                                   ,4684,5.0,6.0,1.2
