ano_agricola,safra,uf,produto,id_produto,id_levantamento,dsc_levantamento,area_plantada_mil_ha,producao_mil_t,produtividade_mil_ha_mil_t
2024,UNICA          ,ES,CAFE                                    ,7498,3,3º LEV              ,128363.0,4030.0,31.4
2024,UNICA          ,ES,CAFE                                    ,7090,3,3º LEV              ,262988.0,9967.0,37.9
2024,UNICA          ,ES,CAFE                                    ,7090,4,4º LEV              ,262988.0,9843.0,37.4
2024,UNICA          ,ES,CAFE                                    ,7498,4,4º LEV              ,128363.0,4022.0,31.3
2024,UNICA          ,GO,CAFE                                    ,7498,1,1º LEV              ,5858.0,255.7,43.6
2024,UNICA          ,GO,CAFE                                    ,7498,2,2º LEV              ,5923.0,263.5,44.5
2024,UNICA          ,GO,CAFE                                    ,7498,3,3º LEV              ,5873.0,252.5,43.0
2024,UNICA          ,GO,CAFE                                    ,7498,4,4º LEV              ,5972.0,255.6,42.8
2024,UNICA          ,MG,CAFE                                    ,7090,1,1º LEV              ,9078.0,355.5,39.2
2024,UNICA          ,MG,CAFE                                    ,7498,1,1º LEV              ,1108211.0,28825.8,26.0
2024,UNICA          ,MG,CAFE                                    ,7498,2,2º LEV              ,1101692.0,29836.4,27.1
2024,UNICA          ,MG,CAFE                                    ,7090,2,2º LEV              ,9061.0,344.9,38.1
2024,UNICA          ,MG,CAFE                                    ,7090,3,3º LEV              ,9283.0,372.0,40.1
2024,UNICA          ,MG,CAFE                                    ,7498,3,3º LEV              ,1104572.0,27686.6,25.1
2024,UNICA          ,MG,CAFE                                    ,7090,4,4º LEV              ,11897.0,388.9,32.7
2024,UNICA          ,MG,CAFE                                    ,7498,4,4º LEV              ,1091647.0,27708.3,25.4
2024,UNICA          ,MT,CAFE                                    ,7090,1,1º LEV              ,11596.0,263.7,22.7
2024,UNICA          ,MT,CAFE                                    ,7090,2,2º LEV              ,11608.0,270.8,23.3
2024,UNICA          ,MT,CAFE                                    ,7090,3,3º LEV              ,11608.0,270.9,23.3
2024,UNICA          ,MT,CAFE                                    ,7090,4,4º LEV              ,11606.0,268.4,23.1
2024,UNICA          ,NI,CAFE                                    ,7498,1,1º LEV              ,2852.0,32.8,11.5
2024,UNICA          ,NI,CAFE                                    ,7090,1,1º LEV              ,1264.0,49.5,39.2
2024,UNICA          ,NI,CAFE                                    ,7498,2,2º LEV              ,2849.0,28.2,9.9
2024,UNICA          ,NI,CAFE                                    ,7090,2,2º LEV              ,1264.0,50.8,40.2
2024,UNICA          ,NI,CAFE                                    ,7090,3,3º LEV              ,1332.0,50.9,38.2
2024,UNICA          ,NI,CAFE                                    ,7498,3,3º LEV              ,2816.0,28.7,10.2
2024,UNICA          ,NI,CAFE                                    ,7498,4,4º LEV              ,2792.0,29.3,10.5
2024,UNICA          ,NI,CAFE                                    ,7090,4,4º LEV              ,1275.0,53.3,41.8
2024,UNICA          ,PR,CAFE                                    ,7498,1,1º LEV              ,25826.0,718.5,27.8
2024,UNICA          ,PR,CAFE                                    ,7498,2,2º LEV              ,25676.0,706.3,27.5
2024,UNICA          ,PR,CAFE                                    ,7498,3,3º LEV              ,25285.0,675.1,26.7
2024,UNICA          ,PR,CAFE                                    ,7498,4,4º LEV              ,25281.0,675.3,26.7
2024,UNICA          ,RJ,CAFE                                    ,7498,1,1º LEV              ,11398.0,339.8,29.8
2024,UNICA          ,RJ,CAFE                                    ,7498,2,2º LEV              ,11526.0,330.6,28.7
2024,UNICA          ,RJ,CAFE                                    ,7498,3,3º LEV              ,11522.0,354.5,30.8
2024,UNICA          ,RJ,CAFE                                    ,7498,4,4º LEV              ,11503.0,346.5,30.1
2024,UNICA          ,RO,CAFE                                    ,7090,1,1º LEV              ,61937.0,3195.9,51.6
2024,UNICA          ,RO,CAFE                                    ,7090,2,2º LEV              ,53792.0,2732.6,50.8
2024,UNICA          ,RO,CAFE                                    ,7090,3,3º LEV              ,48363.0,2543.9,52.6
2024,UNICA          ,RO,CAFE                                    ,7090,4,4º LEV              ,39805.0,2093.7,52.6
2024,UNICA          ,SP,CAFE                                    ,7498,1,1º LEV              ,186141.0,5401.8,29.0
2024,UNICA          ,SP,CAFE                                    ,7498,2,2º LEV              ,186141.0,5607.0,30.1
2024,UNICA          ,SP,CAFE                                    ,7498,3,3º LEV              ,186141.0,5444.6,29.2
2024,UNICA          ,SP,CAFE                                    ,7498,4,4º LEV              ,186141.0,5444.6,29.2
2025,UNICA          ,AM,CAFE                                    ,7090,1,1º LEV              ,528.6,18.8,35.6
2025,UNICA          ,AM,CAFE                                    ,7090,2,2º LEV              ,790.2,25.7,32.5
2025,UNICA          ,BA,CAFE                                    ,7090,1,1º LEV              ,45000.0,2250.2,50.0
2025,UNICA          ,BA,CAFE                                    ,7498,1,1º LEV              ,56245.0,1162.7,20.7
2025,UNICA          ,BA,CAFE                                    ,7498,2,2º LEV              ,56245.0,1179.5,21.0
2025,UNICA          ,BA,CAFE                                    ,7090,2,2º LEV              ,46190.0,2500.0,54.1
2025,UNICA          ,ES,CAFE                                    ,7498,1,1º LEV              ,121611.0,3294.0,27.1
2025,UNICA          ,ES,CAFE                                    ,7090,1,1º LEV              ,258211.0,11824.0,45.8
2025,UNICA          ,ES,CAFE                                    ,7498,2,2º LEV              ,121611.0,3291.0,27.1
2025,UNICA          ,ES,CAFE                                    ,7090,2,2º LEV              ,258211.0,13098.0,50.7
2025,UNICA          ,GO,CAFE                                    ,7498,1,1º LEV              ,5575.0,195.5,35.1
2025,UNICA          ,GO,CAFE                                    ,7498,2,2º LEV              ,5516.0,210.1,38.1
2025,UNICA          ,MG,CAFE                                    ,7090,1,1º LEV              ,11897.0,486.0,40.9
2025,UNICA          ,MG,CAFE                                    ,7498,1,1º LEV              ,1064812.0,24343.4,22.9
2025,UNICA          ,MG,CAFE                                    ,7498,2,2º LEV              ,1064703.0,25650.3,24.1
2025,UNICA          ,MG,CAFE                                    ,7090,2,2º LEV              ,10862.0,443.7,40.8
2025,UNICA          ,MT,CAFE                                    ,7090,1,1º LEV              ,11824.0,267.6,22.6
2025,UNICA          ,MT,CAFE                                    ,7090,2,2º LEV              ,11825.0,265.3,22.4
2025,UNICA          ,NI,CAFE                                    ,7498,1,1º LEV              ,2792.0,29.3,10.5
2025,UNICA          ,NI,CAFE                                    ,7090,1,1º LEV              ,1275.0,53.3,41.8
2025,UNICA          ,NI,CAFE                                    ,7090,2,2º LEV              ,1773.0,84.4,47.6
2025,UNICA          ,NI,CAFE                                    ,7498,2,2º LEV              ,2831.0,36.0,12.7
2025,UNICA          ,PR,CAFE                                    ,7498,1,1º LEV              ,25281.0,675.3,26.7
2025,UNICA          ,PR,CAFE                                    ,7498,2,2º LEV              ,25488.0,711.9,27.9
2025,UNICA          ,RJ,CAFE                                    ,7498,1,1º LEV              ,11740.0,373.7,31.8
2025,UNICA          ,RJ,CAFE                                    ,7498,2,2º LEV              ,11740.0,382.0,32.5
2025,UNICA          ,RO,CAFE                                    ,7090,1,1º LEV              ,40920.0,2230.1,54.5
2025,UNICA          ,RO,CAFE                                    ,7090,2,2º LEV              ,41622.0,2280.9,54.8
2025,UNICA          ,SP,CAFE                                    ,7498,1,1º LEV              ,196025.0,4610.5,23.5
2025,UNICA          ,SP,CAFE                                    ,7498,2,2º LEV              ,196025.0,5516.1,28.1
